timestamp,symbol,action,quantity,entry_price,exit_price,duration_minutes,pnl,pnl_percent,strategy_signals,sentiment_score,confidence,risk_reward_ratio,stop_loss_price,take_profit_price,exit_reason,fees
2025-10-18T06:57:01.603249,SOLUSD,SELL,0,185.486891637,185.486891637,60,-0.071561,-0.20858118884545,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-18T06:58:01.980448,SOLUSD,SELL,0,185.033308899,185.033308899,60,0.012276,0.03604323814495,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-18T06:59:02.343176,SOLUSD,SELL,0,185.359967532,185.359967532,60,0.007318,0.02159835436949,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-18T07:00:02.699972,SOLUSD,SELL,0,185.4,185.4,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-18T07:01:03.181284,SOLUSD,SELL,0,185.424629752,185.424629752,60,0.008894,0.02662644817611,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-19T21:04:31.141488,SOLUSD,SELL,0,186.0,186.0,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-19T21:09:34.381136,SOLUSD,SELL,0,185.652,185.652,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-19T21:14:36.285558,SOLUSD,SELL,0,186.3,186.3,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-19T22:04:57.186427,SOLUSD,SELL,0,186.148,186.148,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-19T22:09:59.054499,SOLUSD,SELL,0,185.6,185.6,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-19T22:15:00.925604,SOLUSD,SELL,0,186.647,186.647,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-19T23:07:18.830180,SOLUSD,SELL,0,186.9,186.9,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-19T23:12:20.741984,SOLUSD,SELL,0,186.67,186.67,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-19T23:17:22.649071,SOLUSD,SELL,0,187.525,187.525,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T00:07:40.169919,SOLUSD,SELL,0,192.4,192.4,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T00:12:42.357407,SOLUSD,SELL,0,191.9,191.9,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T00:17:44.461478,SOLUSD,SELL,0,191.5,191.5,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T01:08:04.767803,SOLUSD,SELL,0,192.33,192.33,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T01:13:06.686865,SOLUSD,SELL,0,192.32,192.32,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T01:18:08.653023,SOLUSD,SELL,0,192.3,192.3,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T03:56:52.595925,SOLUSD,SELL,0,193.2,193.2,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T04:01:54.542800,SOLUSD,SELL,0,193.49,193.49,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T04:06:56.420808,SOLUSD,SELL,0,193.0,193.0,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T04:59:17.146977,SOLUSD,SELL,0,193.5,193.5,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T05:35:04.623008,SOLUSD,SELL,0,193.45,193.45,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
2025-10-20T05:40:06.640267,SOLUSD,SELL,0,193.2,193.2,60,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Stop loss triggered,0.0
